Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,83216,-,-,-,34.01,-116.22,-8,1401,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag,Surface Albedo
2016,1,1,0,0,0,0,0,0,0,0,1,-39,-2,85,3802,16872,297,346,1,0,0.1777999997138977
2016,1,1,0,30,0,0,0,0,0,0,1,-39,-2,85,3802,16569,296,346,1,0,0.1777999997138977
2016,1,1,1,0,0,0,0,0,0,0,4,-38,-2,85,3880,16082,296,346,1,0,0.1777999997138977
2016,1,1,1,30,0,0,0,0,0,0,4,-38,-2,85,3880,15517,297,346,1,0,0.1777999997138977
2016,1,1,2,0,0,0,0,0,0,0,4,-37,-2,85,3968,14919,298,345,1,0,0.1777999997138977
2016,1,1,2,30,0,0,0,0,0,0,4,-37,-2,85,3968,14306,300,345,1,0,0.1777999997138977
2016,1,1,3,0,0,0,0,0,0,0,4,-35,-2,85,4089,13686,303,343,1,0,0.1777999997138977
2016,1,1,3,30,0,0,0,0,0,0,4,-35,-2,85,4088,13064,303,343,1,0,0.1777999997138977
2016,1,1,4,0,0,0,0,0,0,0,4,-34,-2,85,4196,12445,304,343,1,0,0.1777999997138977
2016,1,1,4,30,0,0,0,0,0,0,4,-34,-2,85,4196,11829,305,343,1,0,0.1777999997138977
2016,1,1,5,0,0,0,0,0,0,0,4,-30,-3,85,4581,11221,307,341,1,0,0.1777999997138977
2016,1,1,5,30,0,0,0,0,0,0,4,-30,-3,85,4582,10622,310,341,1,0,0.1777999997138977
2016,1,1,6,0,0,0,0,0,0,0,4,-30,-3,85,4611,10034,314,341,1,0,0.1777999997138977
2016,1,1,6,30,0,0,0,0,0,0,4,-36,-1,85,3980,9461,320,341,1,0,0.1777999997138977
2016,1,1,7,0,0,0,0,0,0,0,4,-38,0,85,3762,8906,326,340,2,0,0.1777999997138977
2016,1,1,7,30,28,586,92,28,586,92,4,-38,0,85,3763,8374,333,340,2,4,0.1777999997138977
2016,1,1,8,0,40,748,186,40,748,186,8,-41,1,85,3444,7868,340,345,3,4,0.1777999997138977
2016,1,1,8,30,47,843,280,47,843,280,4,-44,2,85,3207,7396,346,345,2,4,0.1777999997138977
2016,1,1,9,0,52,906,367,52,906,367,0,-49,4,85,2811,6964,352,357,2,0,0.1777999997138977
2016,1,1,9,30,56,947,444,56,947,444,0,-51,5,85,2621,6581,358,357,2,0,0.1777999997138977
2016,1,1,10,0,58,978,509,58,978,509,0,-54,6,85,2455,6256,364,189,2,0,0.1777999997138977
2016,1,1,10,30,60,996,558,60,996,558,0,-56,7,85,2291,5997,373,189,1,0,0.1777999997138977
2016,1,1,11,0,61,1007,593,61,1007,593,0,-59,8,85,2117,5815,382,200,1,0,0.1777999997138977
2016,1,1,11,30,62,1012,610,62,1012,610,0,-59,8,85,2116,5717,396,200,1,0,0.1777999997138977
2016,1,1,12,0,62,1011,611,62,1011,611,0,-62,9,85,1960,5707,410,204,1,0,0.1777999997138977
2016,1,1,12,30,61,1005,596,61,1005,596,0,-62,9,85,1959,5785,425,204,1,0,0.1777999997138977
2016,1,1,13,0,61,990,564,61,990,564,0,-64,10,85,1823,5949,440,207,1,0,0.1777999997138977
2016,1,1,13,30,59,971,517,59,971,517,0,-64,10,85,1823,6190,452,207,1,0,0.1777999997138977
2016,1,1,14,0,57,944,455,57,944,455,1,-65,10,85,1813,6502,464,206,1,0,0.1777999997138977
2016,1,1,14,30,53,905,381,53,905,381,0,-62,9,85,1938,6873,473,206,0,0,0.1777999997138977
2016,1,1,15,0,48,846,297,48,846,297,3,-55,8,85,2288,7294,482,212,0,4,0.1777999997138977
2016,1,1,15,30,41,759,205,41,759,205,0,-51,6,85,2624,7758,488,212,0,0,0.1777999997138977
2016,1,1,16,0,32,604,110,32,604,110,0,-49,5,85,2764,8256,495,229,0,0,0.17714999616146088
2016,1,1,16,30,15,321,27,15,321,27,1,-46,4,85,2965,8783,498,229,0,0,0.17714999616146088
2016,1,1,17,0,0,0,0,0,0,0,1,-48,4,85,2852,9333,501,226,0,0,0.17714999616146088
2016,1,1,17,30,0,0,0,0,0,0,0,-45,3,85,3061,9902,500,226,0,0,0.17714999616146088
2016,1,1,18,0,0,0,0,0,0,0,1,-45,3,85,3078,10487,500,211,0,0,0.17714999616146088
2016,1,1,18,30,0,0,0,0,0,0,4,-45,3,85,3078,11084,496,211,0,0,0.17714999616146088
2016,1,1,19,0,0,0,0,0,0,0,8,-45,3,85,3093,11690,492,192,0,0,0.17714999616146088
2016,1,1,19,30,0,0,0,0,0,0,8,-42,2,85,3321,12304,486,192,0,0,0.17714999616146088
2016,1,1,20,0,0,0,0,0,0,0,8,-43,2,85,3304,12923,481,182,0,0,0.17714999616146088
2016,1,1,20,30,0,0,0,0,0,0,8,-43,2,85,3304,13544,475,182,0,0,0.17714999616146088
2016,1,1,21,0,0,0,0,0,0,0,8,-43,2,85,3285,14164,469,355,1,0,0.17714999616146088
2016,1,1,21,30,0,0,0,0,0,0,6,-40,1,85,3529,14780,462,355,1,0,0.17714999616146088
2016,1,1,22,0,0,0,0,0,0,0,8,-40,1,85,3527,15382,457,349,1,0,0.17714999616146088
2016,1,1,22,30,0,0,0,0,0,0,8,-40,1,85,3526,15956,452,349,1,0,0.17714999616146088
2016,1,1,23,0,0,0,0,0,0,0,8,-39,1,85,3574,16465,447,344,1,0,0.17714999616146088
2016,1,1,23,30,0,0,0,0,0,0,8,-40,1,85,3573,16821,443,344,1,0,0.17714999616146088
2016,1,2,0,0,0,0,0,0,0,0,8,-39,1,85,3581,16866,439,342,1,0,0.17714999616146088
2016,1,2,0,30,0,0,0,0,0,0,8,-39,1,85,3580,16569,435,342,1,0,0.17714999616146088
2016,1,2,1,0,0,0,0,0,0,0,8,-39,1,85,3628,16085,432,342,1,0,0.17714999616146088
2016,1,2,1,30,0,0,0,0,0,0,8,-39,1,85,3628,15522,429,342,1,0,0.17714999616146088
2016,1,2,2,0,0,0,0,0,0,0,8,-38,1,85,3667,14925,426,346,1,0,0.17714999616146088
2016,1,2,2,30,0,0,0,0,0,0,4,-38,1,85,3667,14312,424,346,1,0,0.17714999616146088
2016,1,2,3,0,0,0,0,0,0,0,1,-41,2,85,3446,13692,422,348,1,0,0.17714999616146088
2016,1,2,3,30,0,0,0,0,0,0,8,-38,1,85,3702,13070,423,348,0,0,0.17714999616146088
2016,1,2,4,0,0,0,0,0,0,0,4,-36,1,85,3797,12451,425,349,0,0,0.17714999616146088
2016,1,2,4,30,0,0,0,0,0,0,8,-36,1,85,3798,11835,431,349,0,0,0.17714999616146088
2016,1,2,5,0,0,0,0,0,0,0,8,-35,1,85,3924,11226,438,353,1,0,0.17714999616146088
2016,1,2,5,30,0,0,0,0,0,0,8,-32,0,85,4218,10627,446,353,1,0,0.17714999616146088
2016,1,2,6,0,0,0,0,0,0,0,8,-30,0,85,4363,10038,455,359,1,0,0.17714999616146088
2016,1,2,6,30,0,0,0,0,0,0,8,-30,0,85,4364,9465,469,359,0,0,0.17714999616146088
2016,1,2,7,0,0,0,0,0,0,0,8,-29,1,85,4432,8909,483,182,0,0,0.17714999616146088
2016,1,2,7,30,39,40,43,29,547,88,4,-34,3,85,3844,8376,499,182,0,4,0.17714999616146088
2016,1,2,8,0,76,61,88,42,705,180,8,-34,5,85,3752,7870,516,187,1,4,0.17714999616146088
2016,1,2,8,30,113,74,134,51,804,273,8,-37,6,85,3502,7397,529,187,1,4,0.17714999616146088
2016,1,2,9,0,148,80,176,58,861,358,8,-29,7,85,3975,6964,543,259,1,0,0.17714999616146088
2016,1,2,9,30,75,768,390,63,904,434,8,-32,8,85,3713,6579,554,259,1,0,0.17714999616146088
2016,1,2,10,0,159,511,395,70,924,496,8,-30,9,85,3824,6252,565,277,2,0,0.17714999616146088
2016,1,2,10,30,136,655,464,72,945,546,8,-30,9,85,3821,5992,575,277,2,0,0.17714999616146088
2016,1,2,11,0,76,952,579,76,952,579,1,-31,10,85,3702,5809,586,282,2,0,0.17714999616146088
2016,1,2,11,30,249,298,411,77,959,598,8,-31,10,85,3700,5709,594,282,2,0,0.17714999616146088
2016,1,2,12,0,263,144,342,77,958,599,8,-33,11,85,3452,5698,603,286,2,0,0.17714999616146088
2016,1,2,12,30,76,953,585,76,953,585,1,-33,11,85,3451,5775,606,286,2,0,0.17714999616146088
2016,1,2,13,0,73,946,555,73,946,555,1,-33,11,85,3451,5937,610,286,2,0,0.17714999616146088
2016,1,2,13,30,191,392,377,71,927,509,3,-33,11,85,3451,6178,610,286,1,0,0.17714999616146088
2016,1,2,14,0,174,342,319,67,898,449,3,-33,11,85,3460,6489,611,285,1,0,0.17714999616146088
2016,1,2,14,30,62,858,375,62,858,375,1,-31,10,85,3699,6859,607,285,0,0,0.17714999616146088
2016,1,2,15,0,56,797,292,56,797,292,3,-29,10,85,3827,7281,604,278,0,4,0.17714999616146088
2016,1,2,15,30,48,705,201,48,705,201,8,-26,9,85,4093,7744,596,278,0,4,0.17714999616146088
2016,1,2,16,0,35,554,109,35,554,109,4,-22,8,85,4483,8242,588,259,0,4,0.17714999616146088
2016,1,2,16,30,27,0,27,17,270,27,4,-19,7,85,4800,8769,581,259,0,4,0.17714999616146088
2016,1,2,17,0,0,0,0,0,0,0,8,-20,7,85,4783,9319,574,242,0,0,0.17714999616146088
2016,1,2,17,30,0,0,0,0,0,0,8,-17,6,85,5124,9888,573,242,0,0,0.17714999616146088
2016,1,2,18,0,0,0,0,0,0,0,4,-16,6,85,5191,10473,573,224,0,0,0.17714999616146088
2016,1,2,18,30,0,0,0,0,0,0,8,-16,6,85,5191,11070,580,224,0,0,0.17714999616146088
2016,1,2,19,0,0,0,0,0,0,0,4,-16,6,85,5215,11677,588,210,0,0,0.17714999616146088
2016,1,2,19,30,0,0,0,0,0,0,8,-16,6,85,5214,12291,600,210,0,0,0.17714999616146088
2016,1,2,20,0,0,0,0,0,0,0,8,-16,6,85,5188,12909,613,206,0,0,0.17714999616146088
2016,1,2,20,30,0,0,0,0,0,0,4,-16,6,85,5187,13531,623,206,0,0,0.17714999616146088
2016,1,2,21,0,0,0,0,0,0,0,8,-17,6,85,5129,14151,633,205,0,0,0.17714999616146088
2016,1,2,21,30,0,0,0,0,0,0,8,-14,5,85,5496,14766,638,205,0,0,0.17714999616146088
2016,1,2,22,0,0,0,0,0,0,0,8,-15,5,85,5412,15368,643,206,0,0,0.17714999616146088
2016,1,2,22,30,0,0,0,0,0,0,4,-15,5,85,5410,15942,648,206,0,0,0.17714999616146088
2016,1,2,23,0,0,0,0,0,0,0,8,-15,5,85,5329,16452,653,209,0,0,0.17714999616146088
2016,1,2,23,30,0,0,0,0,0,0,8,-12,4,85,5713,16809,663,209,0,0,0.17714999616146088
2016,1,3,0,0,0,0,0,0,0,0,8,-13,4,85,5622,16859,674,216,0,0,0.17714999616146088
2016,1,3,0,30,0,0,0,0,0,0,4,-13,4,85,5621,16569,688,216,0,0,0.17714999616146088
2016,1,3,1,0,0,0,0,0,0,0,1,-14,4,85,5508,16088,702,217,0,0,0.17714999616146088
2016,1,3,1,30,0,0,0,0,0,0,0,-11,3,85,5908,15526,713,217,0,0,0.17714999616146088
2016,1,3,2,0,0,0,0,0,0,0,0,-13,3,85,5768,14930,725,216,1,0,0.17714999616146088
2016,1,3,2,30,0,0,0,0,0,0,0,-13,3,85,5767,14317,731,216,1,0,0.17714999616146088
2016,1,3,3,0,0,0,0,0,0,0,0,-14,3,85,5619,13697,738,217,1,0,0.17714999616146088
2016,1,3,3,30,0,0,0,0,0,0,4,-14,3,85,5619,13076,741,217,1,0,0.17714999616146088
2016,1,3,4,0,0,0,0,0,0,0,8,-16,3,85,5485,12456,744,221,1,0,0.17714999616146088
2016,1,3,4,30,0,0,0,0,0,0,8,-16,3,85,5485,11840,750,221,1,0,0.17714999616146088
2016,1,3,5,0,0,0,0,0,0,0,8,-17,3,85,5381,11231,757,226,1,0,0.17714999616146088
2016,1,3,5,30,0,0,0,0,0,0,8,-14,2,85,5778,10631,759,226,1,0,0.17714999616146088
2016,1,3,6,0,0,0,0,0,0,0,8,-14,2,85,5700,10042,761,233,1,0,0.17714999616146088
2016,1,3,6,30,0,0,0,0,0,0,4,-14,2,85,5700,9468,762,233,0,0,0.17714999616146088
2016,1,3,7,0,0,0,0,0,0,0,4,-17,3,85,5349,8912,764,237,0,0,0.17714999616146088
2016,1,3,7,30,39,214,62,31,472,83,4,-20,4,85,4985,8378,772,237,0,4,0.17714999616146088
2016,1,3,8,0,71,298,129,45,651,173,8,-24,6,85,4434,7871,781,242,1,4,0.17714999616146088
2016,1,3,8,30,103,341,197,55,755,263,8,-27,7,85,4139,7397,799,242,1,4,0.17714999616146088
2016,1,3,9,0,129,378,261,61,824,348,8,-29,9,85,3876,6963,818,275,2,0,0.17714999616146088
2016,1,3,9,30,139,496,342,66,869,423,8,-32,10,85,3624,6577,842,275,2,0,0.17714999616146088
2016,1,3,10,0,210,93,253,67,910,488,4,-30,11,85,3700,6248,867,293,2,0,0.17714999616146088
2016,1,3,10,30,70,930,537,70,930,537,1,-32,12,85,3462,5987,886,293,2,0,0.17714999616146088
2016,1,3,11,0,72,940,571,72,940,571,1,-36,13,85,3197,5802,906,300,3,0,0.17714999616146088
2016,1,3,11,30,73,947,589,73,947,589,3,-36,13,84,3195,5701,919,300,3,4,0.17714999616146088
2016,1,3,12,0,264,142,342,74,946,591,8,-37,13,84,3122,5688,933,304,3,0,0.17714999616146088
2016,1,3,12,30,246,287,400,73,940,577,4,-37,13,84,3121,5764,936,304,3,0,0.17714999616146088
2016,1,3,13,0,73,927,546,73,927,546,1,-37,13,84,3092,5925,939,305,3,0,0.17714999616146088
2016,1,3,13,30,186,426,388,70,908,501,8,-35,12,84,3300,6165,931,305,2,0,0.17714999616146088
2016,1,3,14,0,193,189,274,67,879,442,8,-35,12,84,3278,6475,924,306,2,0,0.17714999616146088
2016,1,3,14,30,124,468,296,62,838,370,8,-33,11,84,3501,6845,915,306,1,0,0.17714999616146088
2016,1,3,15,0,102,428,230,56,777,288,8,-31,11,84,3619,7266,906,305,1,4,0.17714999616146088
2016,1,3,15,30,74,384,159,48,686,198,8,-26,9,84,4135,7730,898,305,0,4,0.17714999616146088
2016,1,3,16,0,46,295,86,35,534,107,4,-22,8,84,4539,8228,890,305,0,4,0.17714999616146088
2016,1,3,16,30,22,0,22,17,260,28,8,-19,7,84,4859,8755,880,305,0,4,0.17714999616146088
2016,1,3,17,0,0,0,0,0,0,0,8,-20,7,84,4777,9305,871,308,1,0,0.17714999616146088
2016,1,3,17,30,0,0,0,0,0,0,8,-20,7,84,4776,9874,859,308,0,0,0.17714999616146088
2016,1,3,18,0,0,0,0,0,0,0,8,-20,7,84,4765,10459,848,312,0,0,0.17714999616146088
2016,1,3,18,30,0,0,0,0,0,0,8,-20,7,84,4764,11056,836,312,0,0,0.17714999616146088
2016,1,3,19,0,0,0,0,0,0,0,8,-20,7,84,4728,11663,824,319,0,0,0.17714999616146088
2016,1,3,19,30,0,0,0,0,0,0,8,-20,7,84,4727,12277,818,319,0,0,0.17714999616146088
2016,1,3,20,0,0,0,0,0,0,0,4,-21,7,84,4677,12896,812,326,0,0,0.17714999616146088
2016,1,3,20,30,0,0,0,0,0,0,4,-21,7,84,4676,13517,818,326,0,0,0.17714999616146088
2016,1,3,21,0,0,0,0,0,0,0,4,-21,7,84,4625,14137,825,326,0,0,0.17714999616146088
2016,1,3,21,30,0,0,0,0,0,0,8,-21,7,84,4624,14752,842,326,0,0,0.17714999616146088
2016,1,3,22,0,0,0,0,0,0,0,8,-22,7,84,4563,15354,860,301,0,0,0.17714999616146088
2016,1,3,22,30,0,0,0,0,0,0,8,-22,7,84,4561,15927,884,301,0,0,0.17714999616146088
2016,1,3,23,0,0,0,0,0,0,0,8,-23,7,84,4488,16437,909,255,0,0,0.17714999616146088
2016,1,3,23,30,0,0,0,0,0,0,8,-20,6,84,4805,16797,948,255,0,0,0.17714999616146088
2016,1,4,0,0,0,0,0,0,0,0,8,-21,6,84,4738,16852,987,237,0,0,0.17714999616146088
2016,1,4,0,30,0,0,0,0,0,0,8,-21,6,84,4736,16567,1034,237,0,0,0.17714999616146088
2016,1,4,1,0,0,0,0,0,0,0,8,-22,6,84,4682,16089,1082,230,0,0,0.17714999616146088
2016,1,4,1,30,0,0,0,0,0,0,8,-22,6,84,4680,15530,1122,230,0,0,0.17714999616146088
2016,1,4,2,0,0,0,0,0,0,0,8,-22,6,84,4681,14934,1162,236,0,0,0.17714999616146088
2016,1,4,2,30,0,0,0,0,0,0,8,-19,5,84,5016,14322,1191,236,0,0,0.17714999616146088
2016,1,4,3,0,0,0,0,0,0,0,8,-17,5,84,5194,13703,1221,269,1,0,0.17714999616146088
2016,1,4,3,30,0,0,0,0,0,0,8,-14,4,84,5570,13081,1246,269,1,0,0.17714999616146088
2016,1,4,4,0,0,0,0,0,0,0,8,-6,4,84,6442,12461,1271,293,1,0,0.17714999616146088
2016,1,4,4,30,0,0,0,0,0,0,8,-6,4,84,6442,11845,1289,293,0,0,0.17714999616146088
2016,1,4,5,0,0,0,0,0,0,0,8,4,4,84,7614,11236,1308,297,0,0,0.17714999616146088
2016,1,4,5,30,0,0,0,0,0,0,8,7,3,84,8170,10635,1318,297,0,0,0.17714999616146088
2016,1,4,6,0,0,0,0,0,0,0,8,12,3,84,8783,10046,1328,291,0,0,0.17714999616146088
2016,1,4,6,30,0,0,0,0,0,0,8,12,3,84,8784,9471,1331,291,0,0,0.17714999616146088
2016,1,4,7,0,0,0,0,0,0,0,4,11,4,84,8514,8914,1334,276,0,0,0.17714999616146088
2016,1,4,7,30,31,0,31,34,408,78,4,11,4,84,8515,8379,1335,276,0,4,0.17714999616146088
2016,1,4,8,0,67,0,67,49,592,165,8,9,5,84,8154,7871,1336,271,1,4,0.17714999616146088
2016,1,4,8,30,101,8,103,60,703,254,8,9,5,84,8156,7396,1336,271,1,4,0.17714999616146088
2016,1,4,9,0,131,18,138,64,789,339,8,11,5,84,8403,6961,1337,277,1,0,0.17714999616146088
2016,1,4,9,30,183,102,226,70,837,414,8,11,5,84,8402,6574,1335,277,1,0,0.17714999616146088
2016,1,4,10,0,207,79,244,77,861,475,8,8,6,84,7922,6244,1333,282,1,0,0.17714999616146088
2016,1,4,10,30,197,25,210,80,884,525,8,8,6,84,7918,5981,1327,282,1,0,0.17714999616146088
2016,1,4,11,0,255,165,344,77,912,561,8,5,7,84,7422,5794,1323,282,1,0,0.17714999616146088
2016,1,4,11,30,222,438,461,78,919,580,8,5,7,84,7419,5691,1320,282,1,0,0.17714999616146088
2016,1,4,12,0,266,177,363,75,930,585,3,3,8,84,6985,5677,1318,284,1,0,0.17714999616146088
2016,1,4,12,30,257,219,374,74,925,571,3,3,8,84,6984,5752,1322,284,1,0,0.17714999616146088
2016,1,4,13,0,234,284,380,76,903,540,3,3,8,84,7090,5912,1327,279,1,0,0.17714999616146088
2016,1,4,13,30,223,142,291,74,883,495,4,3,8,84,7090,6152,1328,279,1,0,0.17714999616146088
2016,1,4,14,0,195,161,265,68,860,437,4,4,8,84,7189,6461,1330,265,1,0,0.17714999616146088
2016,1,4,14,30,156,63,180,64,819,366,4,4,8,84,7190,6831,1322,265,1,0,0.17714999616146088
2016,1,4,15,0,123,55,140,57,761,286,4,5,8,84,7277,7252,1315,259,1,4,0.17714999616146088
2016,1,4,15,30,48,670,197,48,670,197,4,8,7,84,7792,7715,1302,259,0,4,0.17714999616146088
2016,1,4,16,0,36,520,108,36,520,108,0,9,7,84,7917,8213,1290,265,0,0,0.17714999616146088
2016,1,4,16,30,18,250,29,18,250,29,1,12,6,84,8482,8740,1276,265,0,0,0.17714999616146088
2016,1,4,17,0,0,0,0,0,0,0,0,13,6,84,8600,9290,1263,269,0,0,0.17714999616146088
2016,1,4,17,30,0,0,0,0,0,0,0,13,6,84,8602,9860,1249,269,0,0,0.17714999616146088
2016,1,4,18,0,0,0,0,0,0,0,0,14,6,84,8680,10445,1236,270,0,0,0.17714999616146088
2016,1,4,18,30,0,0,0,0,0,0,0,17,5,84,9304,11042,1224,270,0,0,0.17714999616146088
2016,1,4,19,0,0,0,0,0,0,0,0,17,5,84,9332,11649,1212,266,0,0,0.17714999616146088
2016,1,4,19,30,0,0,0,0,0,0,0,17,5,84,9333,12263,1200,266,0,0,0.17714999616146088
2016,1,4,20,0,0,0,0,0,0,0,0,17,5,84,9311,12882,1188,261,0,0,0.17714999616146088
2016,1,4,20,30,0,0,0,0,0,0,1,17,5,84,9311,13503,1175,261,0,0,0.17714999616146088
2016,1,4,21,0,0,0,0,0,0,0,0,17,5,84,9279,14123,1163,265,0,0,0.17714999616146088
2016,1,4,21,30,0,0,0,0,0,0,0,17,5,84,9279,14738,1154,265,0,0,0.17714999616146088
2016,1,4,22,0,0,0,0,0,0,0,0,17,5,84,9257,15339,1145,341,0,0,0.17714999616146088
2016,1,4,22,30,0,0,0,0,0,0,0,17,5,84,9256,15913,1141,341,0,0,0.17714999616146088
2016,1,4,23,0,0,0,0,0,0,0,0,17,5,84,9230,16422,1137,270,0,0,0.17714999616146088
2016,1,4,23,30,0,0,0,0,0,0,0,17,5,84,9230,16783,1145,270,0,0,0.17714999616146088
2016,1,5,0,0,0,0,0,0,0,0,0,16,5,84,9212,16843,1154,264,0,0,0.17714999616146088
2016,1,5,0,30,0,0,0,0,0,0,0,16,5,84,9212,16564,1173,264,0,0,0.17714999616146088
2016,1,5,1,0,0,0,0,0,0,0,0,16,5,84,9206,16091,1192,255,0,0,0.17714999616146088
2016,1,5,1,30,0,0,0,0,0,0,0,16,5,84,9205,15533,1202,255,0,0,0.17714999616146088
2016,1,5,2,0,0,0,0,0,0,0,0,16,5,84,9206,14938,1214,250,0,0,0.17714999616146088
2016,1,5,2,30,0,0,0,0,0,0,0,16,5,84,9204,14326,1218,250,0,0,0.17714999616146088
2016,1,5,3,0,0,0,0,0,0,0,8,16,5,84,9200,13707,1223,233,0,0,0.17714999616146088
2016,1,5,3,30,0,0,0,0,0,0,8,16,5,84,9199,13086,1237,233,0,0,0.17714999616146088
2016,1,5,4,0,0,0,0,0,0,0,8,16,5,84,9183,12466,1251,191,0,0,0.17714999616146088
2016,1,5,4,30,0,0,0,0,0,0,8,20,4,84,9847,11849,1266,191,0,0,0.17714999616146088
2016,1,5,5,0,0,0,0,0,0,0,8,19,4,84,9790,11240,1282,342,0,0,0.17714999616146088
2016,1,5,5,30,0,0,0,0,0,0,8,20,3,84,10000,10639,1282,342,0,0,0.17714999616146088
2016,1,5,6,0,0,0,0,0,0,0,8,20,3,84,10000,10049,1283,342,0,0,0.17714999616146088
2016,1,5,6,30,0,0,0,0,0,0,4,20,3,84,10000,9474,1282,342,0,0,0.17714999616146088
2016,1,5,7,0,0,0,0,0,0,0,6,19,4,84,9718,8916,1282,348,1,0,0.17714999616146088
2016,1,5,7,30,25,0,25,32,446,80,8,19,4,84,9721,8380,1299,348,1,4,0.17714999616146088
2016,1,5,8,0,52,0,52,48,609,167,8,17,5,84,9297,7871,1316,346,2,4,0.17714999616146088
2016,1,5,8,30,81,0,81,58,717,256,8,17,5,84,9298,7395,1330,346,2,4,0.17714999616146088
2016,1,5,9,0,107,0,107,68,775,338,8,16,6,84,8974,6958,1345,345,2,0,0.17714999616146088
2016,1,5,9,30,34,0,34,74,824,413,8,16,6,84,8973,6570,1347,345,2,0,0.17714999616146088
2016,1,5,10,0,172,17,180,79,855,475,8,17,6,84,9149,6239,1351,350,3,0,0.17714999616146088
2016,1,5,10,30,162,6,165,82,878,525,8,17,6,84,9144,5974,1353,350,3,0,0.17714999616146088
2016,1,5,11,0,140,0,140,81,903,561,8,14,7,84,8624,5786,1355,355,3,0,0.17714999616146088
2016,1,5,11,30,79,0,79,82,910,580,8,14,7,84,8618,5681,1370,355,3,0,0.17714999616146088
2016,1,5,12,0,85,0,85,83,908,582,8,15,7,84,8774,5666,1385,355,3,0,0.17714999616146088
2016,1,5,12,30,52,0,52,82,902,568,8,15,7,84,8768,5739,1405,355,3,0,0.17714999616146088
2016,1,5,13,0,228,59,259,84,879,537,8,17,7,84,8959,5899,1425,354,3,0,0.17714999616146088
2016,1,5,13,30,129,0,129,81,858,492,6,17,7,84,8953,6137,1438,354,3,0,0.17714999616146088
2016,1,5,14,0,58,0,58,70,854,438,6,18,7,84,9176,6446,1451,348,3,0,0.17714999616146088
2016,1,5,14,30,83,0,83,65,812,367,6,18,7,84,9173,6816,1456,348,2,0,0.17714999616146088
2016,1,5,15,0,66,0,66,53,778,289,8,20,7,84,9366,7237,1462,343,2,4,0.17714999616146088
2016,1,5,15,30,46,0,46,46,691,201,6,23,6,84,10000,7700,1438,343,1,4,0.17714999616146088
2016,1,5,16,0,25,0,25,34,553,111,8,21,6,84,9686,8198,1414,358,1,4,0.17714999616146088
2016,1,5,16,30,7,0,7,18,290,32,6,21,6,84,9690,8725,1360,358,1,4,0.17714999616146088
2016,1,5,17,0,0,0,0,0,0,0,4,17,6,84,9210,9276,1307,215,1,0,0.17714999616146088
2016,1,5,17,30,0,0,0,0,0,0,4,21,5,84,9873,9845,1230,215,1,0,0.17714999616146088
2016,1,5,18,0,0,0,0,0,0,0,8,19,5,84,9573,10430,1155,236,2,0,0.17714999616146088
2016,1,5,18,30,0,0,0,0,0,0,8,21,4,84,10000,11027,1047,236,1,0,0.17714999616146088
2016,1,5,19,0,0,0,0,0,0,0,8,19,4,84,9717,11634,940,246,1,0,0.17714999616146088
2016,1,5,19,30,0,0,0,0,0,0,8,20,3,84,10000,12248,864,246,1,0,0.17714999616146088
2016,1,5,20,0,0,0,0,0,0,0,8,19,3,84,9890,12867,789,249,1,0,0.17714999616146088
2016,1,5,20,30,0,0,0,0,0,0,4,19,3,84,9890,13489,769,249,1,0,0.17714999616146088
2016,1,5,21,0,0,0,0,0,0,0,8,18,3,84,9687,14109,750,252,1,0,0.17714999616146088
2016,1,5,21,30,0,0,0,0,0,0,0,19,2,84,10000,14723,760,252,1,0,0.17714999616146088
2016,1,5,22,0,0,0,0,0,0,0,0,19,2,84,10000,15325,770,253,1,0,0.17714999616146088
2016,1,5,22,30,0,0,0,0,0,0,0,19,2,84,10000,15898,776,253,1,0,0.17714999616146088
2016,1,5,23,0,0,0,0,0,0,0,0,19,2,84,10000,16407,782,253,2,0,0.17714999616146088
2016,1,5,23,30,0,0,0,0,0,0,0,19,2,84,10000,16769,761,253,2,0,0.17714999616146088
